amp_fac,server_id,auth,data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
53.77777777777778,IP_8080,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,4.0,dummy
